Text,Label,Language
हर दिन एक नई शुरुआत है।,Non-Harmful,Hindi
सबकी इज्जत करनी चाहिए।,Non-Harmful,Hindi
मातापिता की सेवा सबसे बड़ा धर्म है।,Non-Harmful,Hindi
शिक्षा सबसे बड़ी दौलत है।,Non-Harmful,Hindi
मेहनत करने से ही सफलता मिलती है।,Non-Harmful,Hindi
सपने सच होते हैं अगर हम कोशिश करें।,Non-Harmful,Hindi
हर परिस्थिति में धैर्य रखना चाहिए।,Non-Harmful,Hindi
सच्चाई और मेहनत का कोई विकल्प नहीं।,Non-Harmful,Hindi
हर इंसान में अच्छाई होती है।,Non-Harmful,Hindi
जीवन में आगे बढ़ते रहना चाहिए।,Non-Harmful,Hindi
सबके साथ प्रेम से व्यवहार करो।,Non-Harmful,Hindi
मुस्कान से दिन अच्छा होता है।,Non-Harmful,Hindi
अपने कार्य से समाज का भला हो।,Non-Harmful,Hindi
कड़ी मेहनत ही सफलता की कुंजी है।,Non-Harmful,Hindi
परिवार ही हमारी असली ताकत है।,Non-Harmful,Hindi
हमेशा सकारात्मक सोचो।,Non-Harmful,Hindi
दूसरों की मदद करना अच्छा होता है।,Non-Harmful,Hindi
बच्चों से सच्चाई सीखनी चाहिए।,Non-Harmful,Hindi
सुबह जल्दी उठना सेहत के लिए अच्छा है।,Non-Harmful,Hindi
जीवन में अनुशासन बहुत जरूरी है।,Non-Harmful,Hindi
हमेशा सच्चाई का साथ दो।,Non-Harmful,Hindi
दूसरों की बातों को धैर्य से सुनना चाहिए।,Non-Harmful,Hindi
बिना मेहनत के कुछ नहीं मिलता।,Non-Harmful,Hindi
समय का सदुपयोग करो।,Non-Harmful,Hindi
अच्छी सोच ही अच्छे जीवन का आधार है।,Non-Harmful,Hindi
सबको खुश रखने की कोशिश करो।,Non-Harmful,Hindi
हर दिन नया अवसर लेकर आता है।,Non-Harmful,Hindi
दया और करुणा सबसे बड़ी शक्ति है।,Non-Harmful,Hindi
दूसरों के साथ प्रेम से बात करो।,Non-Harmful,Hindi
हर किसी की मदद करनी चाहिए।,Non-Harmful,Hindi
अच्छे विचार जीवन को बेहतर बनाते हैं।,Non-Harmful,Hindi
ईमानदारी और सच्चाई सबसे जरूरी हैं।,Non-Harmful,Hindi
रिश्तों में प्रेम और विश्वास होना चाहिए।,Non-Harmful,Hindi
छोटीछोटी चीजों में खुशी ढूंढो।,Non-Harmful,Hindi
हर दिन कुछ नया सीखो।,Non-Harmful,Hindi
अपने काम से समाज में इज्जत पाओ।,Non-Harmful,Hindi
अपने बड़ों की बात माननी चाहिए।,Non-Harmful,Hindi
अच्छे दोस्त जिंदगी का खजाना हैं।,Non-Harmful,Hindi
किताबें सबसे अच्छे दोस्त होती हैं।,Non-Harmful,Hindi
मेहनत करने वालों की कभी हार नहीं होती।,Non-Harmful,Hindi
कड़ी मेहनत से हर मंजिल पाई जा सकती है।,Non-Harmful,Hindi
हमेशा खुश रहो और दूसरों को भी खुश रखो।,Non-Harmful,Hindi
समय पर काम करना आदत बनाओ।,Non-Harmful,Hindi
सकारात्मक सोच तुम्हें आगे बढ़ाएगी।,Non-Harmful,Hindi
बड़ों का सम्मान करना चाहिए।,Non-Harmful,Hindi
अच्छे संस्कार जीवन को सुंदर बनाते हैं।,Non-Harmful,Hindi
विनम्रता सबसे बड़ी पहचान होती है।,Non-Harmful,Hindi
हर इंसान अपने आप में खास होता है।,Non-Harmful,Hindi
हर दिन कुछ अच्छा करने की कोशिश करो।,Non-Harmful,Hindi
खुद पर विश्वास रखो सब अच्छा होगा।,Non-Harmful,Hindi
मुस्कान से रिश्ते मजबूत होते हैं।,Non-Harmful,Hindi
अपने मातापिता को हमेशा खुश रखो।,Non-Harmful,Hindi
अच्छा काम करने में कभी देरी मत करो।,Non-Harmful,Hindi
जीवन एक बार ही मिलता है इसे अच्छा बनाओ।,Non-Harmful,Hindi
ईमानदार इंसान को सब पसंद करते हैं।,Non-Harmful,Hindi
दया करने वाला दिल बहुत सुंदर होता है।,Non-Harmful,Hindi
समय और मेहनत का मूल्य समझो।,Non-Harmful,Hindi
जीवन में सब्र बहुत जरूरी है।,Non-Harmful,Hindi
दूसरों के लिए अच्छा सोचो।,Non-Harmful,Hindi
हर इंसान में कुछ अच्छा होता है।,Non-Harmful,Hindi
सबके साथ समान व्यवहार करो।,Non-Harmful,Hindi
सच्चाई से डरना नहीं चाहिए।,Non-Harmful,Hindi
दिल से की गई मेहनत कभी बेकार नहीं जाती।,Non-Harmful,Hindi
अच्छे विचार ही अच्छे इंसान बनाते हैं।,Non-Harmful,Hindi
किसी का दिल मत दुखाओ।,Non-Harmful,Hindi
जीवन में गलतियां होती हैं उनसे सीखो।,Non-Harmful,Hindi
हर दिन एक नया अवसर है।,Non-Harmful,Hindi
कोई भी काम छोटा या बड़ा नहीं होता।,Non-Harmful,Hindi
सबको माफ करना सीखो।,Non-Harmful,Hindi
बच्चों की बातें सुनो और समझो।,Non-Harmful,Hindi
हर किसी की इज्जत करो।,Non-Harmful,Hindi
विनम्र शब्द सबसे बड़ी ताकत होते हैं।,Non-Harmful,Hindi
अच्छे लोगों के साथ रहो।,Non-Harmful,Hindi
जब भी मौका मिले अच्छा काम करो।,Non-Harmful,Hindi
हर इंसान की कदर करना सीखो।,Non-Harmful,Hindi
बड़ों से आशीर्वाद लो।,Non-Harmful,Hindi
गलतियों को सुधारने की कोशिश करो।,Non-Harmful,Hindi
भरोसा और सच्चाई रिश्तों की नींव हैं।,Non-Harmful,Hindi
हर दिन कुछ नया करने की ठानो।,Non-Harmful,Hindi
दूसरों की अच्छाई की तारीफ करो।,Non-Harmful,Hindi
हमेशा सच्चाई के रास्ते पर चलो।,Non-Harmful,Hindi
दूसरों की मदद करने में खुशी है।,Non-Harmful,Hindi
काम में ईमानदारी रखो।,Non-Harmful,Hindi
अपने परिवार का ख्याल रखो।,Non-Harmful,Hindi
अच्छे इंसान बनने की कोशिश करो।,Non-Harmful,Hindi
दूसरों की सफलता में खुश रहो।,Non-Harmful,Hindi
हर दिन कुछ नया सीखने का अवसर होता है।,Non-Harmful,Hindi
तुझं डोकं फाटलंय का गांडूत घालायला,Harmful,Marathi
भोसडीच्या तुझं आयुष्य फाटलं,Harmful,Marathi
गांड फाटली का तुझी,Harmful,Marathi
तुझ्या आईच्या पुतीचा फोटो लाव,Harmful,Marathi
तु भडवा आहेस फालतू लोकांचा नेता,Harmful,Marathi
तुझी बहिण रांड आहे,Harmful,Marathi
तुझा बाप कुत्रा होता,Harmful,Marathi
लांडग्या सारखं वागू नको,Harmful,Marathi
तुझी आई रांड आहे,Harmful,Marathi
तु मोठा गांडू आहेस,Harmful,Marathi
तुझ्या बहिणीच्या चुतेत घालतो,Harmful,Marathi
तु नालायक हरामी आहेस,Harmful,Marathi
भोसडीच्या तु कसला माणूस आहेस,Harmful,Marathi
तुझ्या आईच्या चुतेत मार,Harmful,Marathi
लवड्या सारखं बोलतोस का,Harmful,Marathi
तु भिकारी गांडू आहेस,Harmful,Marathi
तुझं गांड फुटायला हवं,Harmful,Marathi
हरामी तु काहीच नाही,Harmful,Marathi
भोसडीच्या तुझं तोंड पाहवत नाही,Harmful,Marathi
भडव्या तुझं डोकं आहे का,Harmful,Marathi
तुझी पिल्लं कुत्र्याची असावीत,Harmful,Marathi
च्यायला तुझं नशीब फुटकं,Harmful,Marathi
तु चावट साला आहेस,Harmful,Marathi
तुझ्या बहिणीच्या चुतेत आग लाव,Harmful,Marathi
भोसडीच्या तू फुकट खाणारा,Harmful,Marathi
लवड्या सारखं काम करतोस,Harmful,Marathi
भडवा तु आडदांड आहेस,Harmful,Marathi
भोसडीच्या तुझं आयुष्य रडतंय,Harmful,Marathi
तु चुतमार आहेस,Harmful,Marathi
फाटलेल्या गांडीचा तु वारसदार आहेस,Harmful,Marathi
तुझी आई भिकारी रांड होती,Harmful,Marathi
भोसडीच्या तुझं नावच वाईट,Harmful,Marathi
तु लुच्चा आहेस,Harmful,Marathi
गांड फाटली का साली,Harmful,Marathi
भडव्या तुझ्या घराला आग लाव,Harmful,Marathi
भोसडीच्या तु वेड्यासारखा वागतोस,Harmful,Marathi
तु नालायक आहेस,Harmful,Marathi
तु हरामी भिकारी आहेस,Harmful,Marathi
तुझं तोंड लांडग्याचं आहे,Harmful,Marathi
भोसडीच्या तु साला कुत्रा आहेस,Harmful,Marathi
तुझ्या बहिणीच्या चुतेत बसून राहतोस,Harmful,Marathi
भडव्या सारखं जगतोस,Harmful,Marathi
तुझी आई कुत्र्यापेक्षा वाईट,Harmful,Marathi
तु भोसडीचा गाढव आहेस,Harmful,Marathi
लवड्या सारखं वागत बसू नकोस,Harmful,Marathi
तु फुकटचा गांडू आहेस,Harmful,Marathi
तुझ्या बापाने गांड फोडून ठेवली आहे का,Harmful,Marathi
भोसडीच्या तू जगातलं फालतू प्राणी आहेस,Harmful,Marathi
तु रांडोबा आहेस,Harmful,Marathi
तुझं डोकं भोसड्यात गेलंय,Harmful,Marathi
तु फाटलेल्या गांडीचा आहेस,Harmful,Marathi
भोसडीच्या तुझा जन्म फुकट आहे,Harmful,Marathi
तु कायमची रांड आहेस,Harmful,Marathi
तुझ्या बहिणीच्या गांडीला आग लाव,Harmful,Marathi
लवड्या सारखं कुठेही पडतोस,Harmful,Marathi
तु नालायक बापाचा मुलगा आहेस,Harmful,Marathi
तुझी आई कुत्र्याची ठेव आहे,Harmful,Marathi
भोसडीच्या तु हरामी आहेस,Harmful,Marathi
तु भडवा आहेस म्हणून तुझ्यावर भरोसा नाही,Harmful,Marathi
तुझं तोंड चुतीसारखं आहे,Harmful,Marathi
तु रांडपणा करायला जन्मलायस का,Harmful,Marathi
तुझ्या बहिणीच्या चुतीत भस्म टाक,Harmful,Marathi
फाटकी गांड घेऊन जगतोस का,Harmful,Marathi
भोसडीच्या तु लोकांची थट्टा करतोस,Harmful,Marathi
तु हरामी कुत्रा आहेस,Harmful,Marathi
भडव्या तुझं नशीब कुत्र्याचं आहे,Harmful,Marathi
लवड्या सारखं तु जगतोस,Harmful,Marathi
तु सडलेला भडवा आहेस,Harmful,Marathi
भोसडीच्या तु नालायक माणूस आहेस,Harmful,Marathi
तुझ्या आईच्या गांडीला घाण आहे,Harmful,Marathi
लवड्या सारखं कुठंही फसतोस,Harmful,Marathi
तु भडव्या घरात जन्मलायस,Harmful,Marathi
तु साला रांडपणा करतोस,Harmful,Marathi
तु कुत्र्याची जात आहेस,Harmful,Marathi
भोसडीच्या तु फाटलेल्या लोकांतलाच आहेस,Harmful,Marathi
तु हरामखोर आहेस,Harmful,Marathi
तुझ्या बहिणीला कसलं तरी फुकट आयुष्य,Harmful,Marathi
भडवा तु कायम गहाण आहेस,Harmful,Marathi
तु लोकांना फसवतोस भोसडीच्या,Harmful,Marathi
तुझी फाटलेली गांड दाखवून फिरतोस,Harmful,Marathi
तु भोसडीचा विकृत आहेस,Harmful,Marathi
तु भडवाचं पिल्लू आहेस,Harmful,Marathi
तु नालायक गांडू आहेस,Harmful,Marathi
तुझी बहिण भोसड्यात गेली आहे,Harmful,Marathi
फुकटचं तुझं तोंड चालतंय,Harmful,Marathi
तुझ्या बापाला लवडा फाटला होता का,Harmful,Marathi
तु भडव्या सारखं बोलतोस,Harmful,Marathi
तुझी आई भोसड्यात गेली होती,Harmful,Marathi
लवड्या सारखं जगणं तुझं,Harmful,Marathi
भोसडीच्या तु फसवा आहेस,Harmful,Marathi
तु रांडोबा आहेस म्हणून कुणी खातं नाही,Harmful,Marathi
तु भोसडीचा आवडता गाढव आहेस,Harmful,Marathi
तुझं नशीब फुटकं आहे,Harmful,Marathi
तु बकवास लोकांतलाच आहेस,Harmful,Marathi
तु फुकटचा लवड्या आहेस,Harmful,Marathi
तुझं आयुष्य रांडपणात गेलंय,Harmful,Marathi
तु कायमचं भोसडीचं तोंड,Harmful,Marathi
तु कुत्र्याचं काम करतोस,Harmful,Marathi
तुझी बहिण कुत्र्याच्या गांडीत गेली का,Harmful,Marathi
आज खूप छान दिवस आहे,Non-Harmful,Marathi
मी पुस्तकं वाचायला आवडतो,Non-Harmful,Marathi
सकाळी चालायला जाणं आरोग्यासाठी चांगलं,Non-Harmful,Marathi
मी माझ्या आईबाबांवर प्रेम करतो,Non-Harmful,Marathi
मित्रांसोबत वेळ घालवायला मजा येते,Non-Harmful,Marathi
उद्या सुट्टी असल्यामुळे विश्रांती घेईन,Non-Harmful,Marathi
छान हवामान आहे आज,Non-Harmful,Marathi
शाळेत नवीन काहीतरी शिकायला मिळतं,Non-Harmful,Marathi
कामात मन लावणे गरजेचे आहे,Non-Harmful,Marathi
मी माझ्या मित्राचा वाढदिवस साजरा करणार आहे,Non-Harmful,Marathi
चांगलं खाणं आरोग्यासाठी फायद्याचं असतं,Non-Harmful,Marathi
आपले घर स्वच्छ ठेवायला हवं,Non-Harmful,Marathi
वडिलांच्या सल्ल्याने यश मिळतं,Non-Harmful,Marathi
मैत्री ही आयुष्याचं मोठं वरदान आहे,Non-Harmful,Marathi
मला माझं गाव खूप आवडतं,Non-Harmful,Marathi
उद्या आम्ही पिकनिकला जाणार आहोत,Non-Harmful,Marathi
आईने केलेलं जेवण खूप छान असतं,Non-Harmful,Marathi
वाचनाने ज्ञान वाढतं,Non-Harmful,Marathi
निसर्गात फिरायला मजा येते,Non-Harmful,Marathi
घर स्वच्छ ठेवा आणि आरोग्य सांभाळा,Non-Harmful,Marathi
सकाळी उठून व्यायाम करतो,Non-Harmful,Marathi
आपल्या कामावर विश्वास ठेवा,Non-Harmful,Marathi
कष्ट केल्याशिवाय यश मिळत नाही,Non-Harmful,Marathi
शिक्षण हेच खरं धन आहे,Non-Harmful,Marathi
आपल्याला सगळ्यांशी प्रेमाने वागायला हवं,Non-Harmful,Marathi
वेळेचा योग्य वापर करा,Non-Harmful,Marathi
हसतमुख राहा आयुष्य सुंदर आहे,Non-Harmful,Marathi
पावसात फिरायला मजा येते,Non-Harmful,Marathi
स्वप्नं पाहा आणि ती पूर्ण करण्यासाठी प्रयत्न करा,Non-Harmful,Marathi
गरजूंना मदत करा,Non-Harmful,Marathi
आपण निसर्गाचं रक्षण केलं पाहिजे,Non-Harmful,Marathi
घरातील वृद्धांची काळजी घ्या,Non-Harmful,Marathi
मुलांना चांगल्या सवयी लावा,Non-Harmful,Marathi
झाडं लावा झाडं वाढवा,Non-Harmful,Marathi
फळं आणि भाज्या खाणं आरोग्यासाठी चांगलं आहे,Non-Harmful,Marathi
पाण्याचा अपव्यय टाळा,Non-Harmful,Marathi
प्रत्येक दिवस नव्या संधी घेऊन येतो,Non-Harmful,Marathi
आपल्या मित्रांना मदत करा,Non-Harmful,Marathi
सध्या घरात राहणं सुरक्षित आहे,Non-Harmful,Marathi
वेळेवर काम पूर्ण करा,Non-Harmful,Marathi
रोज काहीतरी नवीन शिका,Non-Harmful,Marathi
स्वच्छतेची काळजी घ्या,Non-Harmful,Marathi
निसर्गाचा आनंद घ्या,Non-Harmful,Marathi
आईवडिलांचा आदर करा,Non-Harmful,Marathi
मनापासून केलेल्या प्रयत्नाला यश मिळतं,Non-Harmful,Marathi
तुमचं ध्येय ठरवा आणि त्यावर काम करा,Non-Harmful,Marathi
घरगुती कामात सगळ्यांनी मदत करावी,Non-Harmful,Marathi
घरात आनंदाचं वातावरण ठेवा,Non-Harmful,Marathi
मित्रांसोबत खेळताना मजा येते,Non-Harmful,Marathi
चांगल्या विचारांनी चांगलं आयुष्य जगता येतं,Non-Harmful,Marathi
